order_number,order_date,financial_status,fulfillment_status,country,province,city,customer_ref,product_title,product_type,vendor,sku,variant_title,quantity,unit_price,line_discount,line_total,order_total,currency,source_name
#3491,2026-05-19,paid,fulfilled,Spain,Galicia,Vigo,cust_00357,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,Charcoal,1,31.82,0,31.82,65.82,EUR,mobile
#1636,2025-10-21,paid,fulfilled,Spain,Madrid,Madrid,cust_00468,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,28.25,EUR,web
#3234,2026-04-15,paid,fulfilled,Spain,Andalucía,Málaga,cust_00148,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-01,,1,8.24,0,8.24,90.76,EUR,web
#3234,2026-04-15,paid,fulfilled,Spain,Andalucía,Málaga,cust_00148,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-02,,1,66.77,0,66.77,90.76,EUR,web
#3830,2026-07-04,paid,fulfilled,Germany,Bayern,München,cust_00636,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,,1,15.09,0,15.09,56.76,EUR,web
#3830,2026-07-04,paid,fulfilled,Germany,Bayern,München,cust_00636,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,1,31.82,0,31.82,56.76,EUR,web
#2321,2025-12-16,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00777,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,,2,15.09,0,30.18,57.32,EUR,web
#2321,2025-12-16,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00777,Copper Picture Frame,Decor,Casa Bonita,SKU-0050-02,,1,17.19,0,17.19,57.32,EUR,web
#3959,2026-07-23,paid,fulfilled,France,Provence,Marseille,cust_00530,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,2,32.28,0,64.56,108.38,EUR,pos
#3959,2026-07-23,paid,fulfilled,France,Provence,Marseille,cust_00530,Stone Robe,Bath,Pure Bath,SKU-0055-02,Medium,1,27.66,2.65,25.01,108.38,EUR,pos
#1273,2025-09-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,,1,40.63,0,40.63,237.33,EUR,web
#1273,2025-09-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-02,,1,44.02,8.1,35.92,237.33,EUR,web
#1273,2025-09-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Linen Ceramic Vase,Decor,Casa Bonita,SKU-0041-03,,2,37.99,0,75.98,237.33,EUR,web
#1273,2025-09-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-04,Natural,1,43.61,0,43.61,237.33,EUR,web
#1059,2025-08-09,paid,fulfilled,Spain,País Vasco,Bilbao,cust_01168,Stone Robe,Bath,Pure Bath,SKU-0055-01,,3,27.66,0,82.98,100.41,EUR,web
#1387,2025-09-23,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01114,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,29.69,EUR,mobile
#3775,2026-06-26,paid,fulfilled,Germany,Berlin,Berlin,cust_00277,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,2,33.99,0,67.98,82.26,EUR,web
#1525,2025-10-11,paid,fulfilled,Germany,Berlin,Berlin,cust_00478,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,36.72,EUR,web
#3468,2026-05-16,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01071,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,0.97,16.88,20.42,EUR,web
#2814,2026-02-13,paid,fulfilled,Spain,Valencia,Alicante,cust_00870,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,0,22.58,27.32,EUR,web
#2938,2026-03-03,paid,fulfilled,France,Provence,Nice,cust_00070,Linen Table Runner,Decor,Casa Bonita,SKU-0046-01,,1,22.74,0,22.74,27.52,EUR,web
#2873,2026-02-23,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00871,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,29.69,EUR,web
#1570,2025-10-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_01170,Stone Bed Runner,Bedding,Nordic Sleep,SKU-0024-01,,1,47.82,0,47.82,57.86,EUR,web
#1577,2025-10-16,paid,fulfilled,Spain,Andalucía,Málaga,cust_00824,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,2,22.58,0,45.16,54.64,EUR,web
#2038,2025-11-25,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00368,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,,2,38.48,14.7,62.26,75.33,EUR,pos
#3572,2026-05-29,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Large,1,63.89,9.18,54.71,100.54,EUR,web
#3572,2026-05-29,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Oak Linen Duvet,Bedding,Nordic Sleep,SKU-0025-02,Charcoal,1,28.38,0,28.38,100.54,EUR,web
#1601,2025-10-19,paid,fulfilled,Spain,Galicia,A Coruña,cust_00607,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,88.93,EUR,web
#1601,2025-10-19,paid,fulfilled,Spain,Galicia,A Coruña,cust_00607,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,3,13.17,0,39.51,88.93,EUR,web
#1706,2025-10-29,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00924,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Medium,1,23.35,0,23.35,36.32,EUR,pos
#1706,2025-10-29,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00924,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-02,,1,8.24,1.57,6.67,36.32,EUR,pos
#3642,2026-06-09,paid,fulfilled,Italy,Lazio,Roma,cust_00806,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,2,30.35,0,60.7,95.05,EUR,web
#3642,2026-06-09,paid,fulfilled,Italy,Lazio,Roma,cust_00806,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Large,1,17.85,0,17.85,95.05,EUR,web
#3305,2026-04-25,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00039,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-01,Charcoal,1,13.93,0,13.93,47.95,EUR,web
#3305,2026-04-25,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00039,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,,1,30.35,4.65,25.7,47.95,EUR,web
#1355,2025-09-19,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00068,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-01,Charcoal,1,44.02,0,44.02,53.26,EUR,web
#2829,2026-02-15,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00056,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-01,,1,39.74,0,39.74,64.02,EUR,pos
#2829,2026-02-15,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00056,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,1,13.17,0,13.17,64.02,EUR,pos
#2815,2026-02-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00240,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,39.06,EUR,mobile
#3378,2026-05-04,paid,fulfilled,Spain,Madrid,Madrid,cust_00566,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,59.18,EUR,web
#3378,2026-05-04,paid,fulfilled,Spain,Madrid,Madrid,cust_00566,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,,1,33.99,0,33.99,59.18,EUR,web
#3580,2026-05-29,paid,fulfilled,Portugal,Porto,Braga,cust_00971,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,2,23.35,0,46.7,86.2,EUR,pos
#3580,2026-05-29,paid,fulfilled,Portugal,Porto,Braga,cust_00971,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-02,Small,1,24.54,0,24.54,86.2,EUR,pos
#2580,2026-01-05,paid,fulfilled,France,Occitanie,Toulouse,cust_00703,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,2,23.39,0,46.78,74.66,EUR,web
#2580,2026-01-05,paid,fulfilled,France,Occitanie,Toulouse,cust_00703,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Large,1,17.85,2.93,14.92,74.66,EUR,web
#2167,2025-12-05,paid,fulfilled,France,Occitanie,Montpellier,cust_00861,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Charcoal,2,23.35,0,46.7,134.62,EUR,web
#2167,2025-12-05,paid,fulfilled,France,Occitanie,Montpellier,cust_00861,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,2,32.28,0,64.56,134.62,EUR,web
#3778,2026-06-27,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00482,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Charcoal,1,16.22,0,16.22,19.63,EUR,web
#1496,2025-10-07,paid,fulfilled,Spain,Madrid,Madrid,cust_01015,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Large,1,23.35,3.56,19.79,73.11,EUR,web
#1496,2025-10-07,paid,fulfilled,Spain,Madrid,Madrid,cust_01015,Copper String Lights,Lighting,Lumen Co,SKU-0035-02,,1,40.63,0,40.63,73.11,EUR,web
#2950,2026-03-05,paid,fulfilled,France,Occitanie,Montpellier,cust_01086,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,,3,38.08,0,114.24,179.36,EUR,web
#2950,2026-03-05,paid,fulfilled,France,Occitanie,Montpellier,cust_01086,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,,1,33.99,0,33.99,179.36,EUR,web
#3456,2026-05-15,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00109,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,92.38,EUR,web
#3456,2026-05-15,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00109,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-02,,1,44.07,0,44.07,92.38,EUR,web
#3481,2026-05-17,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00269,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#1772,2025-11-04,paid,fulfilled,Spain,Galicia,A Coruña,cust_00227,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,Medium,1,13.17,1.2,11.97,14.48,EUR,web
#3076,2026-03-21,paid,fulfilled,Spain,Andalucía,Málaga,cust_00030,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,,1,15.19,0,15.19,18.38,EUR,web
#3055,2026-03-19,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00360,Stone Robe,Bath,Pure Bath,SKU-0055-01,,2,27.66,0,55.32,66.94,EUR,web
#3787,2026-06-28,paid,fulfilled,Spain,Madrid,Madrid,cust_01095,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,Medium,1,23.74,0,23.74,28.73,EUR,web
#2046,2025-11-26,paid,fulfilled,Spain,Andalucía,Málaga,cust_00882,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,1,32.3,3.68,28.62,50.57,EUR,web
#2046,2025-11-26,paid,fulfilled,Spain,Andalucía,Málaga,cust_00882,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Large,1,13.17,0,13.17,50.57,EUR,web
#2824,2026-02-14,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00724,Brass Floor Lamp,Lighting,Lumen Co,SKU-0039-01,Charcoal,1,57.5,0,57.5,69.58,EUR,web
#1611,2025-10-19,paid,fulfilled,Italy,Lombardia,Milano,cust_00936,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,3.56,28.72,90.27,EUR,web
#1611,2025-10-19,paid,fulfilled,Italy,Lombardia,Milano,cust_00936,Oak Bath Towel Set,Bath,Pure Bath,SKU-0051-02,Small,2,25.27,4.66,45.88,90.27,EUR,web
#2749,2026-02-01,paid,fulfilled,Portugal,Porto,Porto,cust_00515,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-01,,1,39.74,0,39.74,48.09,EUR,web
#2868,2026-02-21,refunded,fulfilled,Italy,Lombardia,Bergamo,cust_00655,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,5.76,26.52,32.09,EUR,web
#2192,2025-12-07,paid,fulfilled,Germany,Bayern,München,cust_00334,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-01,,2,62.76,0,125.52,151.88,EUR,web
#2613,2026-01-11,paid,fulfilled,Spain,Madrid,Madrid,cust_00400,Bamboo Floor Lamp,Lighting,Lumen Co,SKU-0032-01,,3,46.35,0,139.05,168.25,EUR,web
#3339,2026-04-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00665,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,3.87,19.48,81.89,EUR,web
#3339,2026-04-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00665,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,,1,30.35,0,30.35,81.89,EUR,web
#3339,2026-04-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00665,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-03,Medium,1,17.85,0,17.85,81.89,EUR,web
#2041,2025-11-25,paid,fulfilled,Germany,Berlin,Berlin,cust_00375,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,Large,1,40.12,0,40.12,48.55,EUR,web
#3074,2026-03-21,paid,fulfilled,France,Île-de-France,Versailles,cust_00027,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,60.75,EUR,web
#3074,2026-03-21,paid,fulfilled,France,Île-de-France,Versailles,cust_00027,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-02,,1,16.22,0,16.22,60.75,EUR,web
#2595,2026-01-08,paid,fulfilled,France,Occitanie,Montpellier,cust_00576,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,59.88,EUR,mobile
#2595,2026-01-08,paid,fulfilled,France,Occitanie,Montpellier,cust_00576,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Charcoal,1,13.17,0,13.17,59.88,EUR,mobile
#2595,2026-01-08,paid,fulfilled,France,Occitanie,Montpellier,cust_00576,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-03,,1,24.54,3.14,21.4,59.88,EUR,mobile
#1332,2025-09-17,paid,fulfilled,France,Île-de-France,Paris,cust_00307,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Medium,1,22.58,2.77,19.81,23.97,EUR,web
#2640,2026-01-16,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01041,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,Charcoal,1,38.08,5.37,32.71,39.58,EUR,web
#3201,2026-04-10,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00738,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,Natural,2,38.48,0,76.96,161.99,EUR,web
#3201,2026-04-10,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00738,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,0,25.7,161.99,EUR,web
#3201,2026-04-10,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00738,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-03,,1,31.22,0,31.22,161.99,EUR,web
#2322,2025-12-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00232,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,2,32.28,0,64.56,78.12,EUR,pos
#1162,2025-08-24,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00570,Linen Planter Pot,Outdoor,Terra Garden,SKU-0058-01,,1,32.68,0,32.68,39.54,EUR,mobile
#3194,2026-04-09,paid,fulfilled,Spain,Valencia,Alicante,cust_00857,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-01,,1,27.52,0,27.52,54.9,EUR,web
#3194,2026-04-09,paid,fulfilled,Spain,Valencia,Alicante,cust_00857,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,1,17.85,0,17.85,54.9,EUR,web
#2616,2026-01-12,paid,fulfilled,Spain,Andalucía,Málaga,cust_00961,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-01,Medium,4,44.02,0,176.08,251.46,EUR,web
#2616,2026-01-12,paid,fulfilled,Spain,Andalucía,Málaga,cust_00961,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,,1,33.99,2.25,31.74,251.46,EUR,web
#3165,2026-04-05,paid,fulfilled,France,Île-de-France,Paris,cust_01033,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,79.55,EUR,web
#3165,2026-04-05,paid,fulfilled,France,Île-de-France,Paris,cust_01033,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-02,Natural,1,40.04,0,40.04,79.55,EUR,web
#3466,2026-05-16,paid,fulfilled,Italy,Lazio,Roma,cust_00189,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,41.13,EUR,web
#2236,2025-12-10,paid,fulfilled,Portugal,Porto,Braga,cust_00261,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-01,,1,43.61,0,43.61,93.9,EUR,web
#2236,2025-12-10,paid,fulfilled,Portugal,Porto,Braga,cust_00261,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Medium,1,33.99,0,33.99,93.9,EUR,web
#2819,2026-02-13,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01137,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,1.18,16.67,20.17,EUR,web
#3367,2026-05-03,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00735,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,1,23.39,2.25,21.14,25.58,EUR,web
#3064,2026-03-20,paid,fulfilled,Italy,Lazio,Roma,cust_00423,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0013-01,,1,41.03,0,41.03,49.65,EUR,web
#3568,2026-05-28,paid,fulfilled,France,Provence,Nice,cust_00070,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,0,17.85,70.76,EUR,web
#3568,2026-05-28,paid,fulfilled,France,Provence,Nice,cust_00070,Copper String Lights,Lighting,Lumen Co,SKU-0035-02,,1,40.63,0,40.63,70.76,EUR,web
#3612,2026-06-03,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00464,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,62.73,EUR,mobile
#3612,2026-06-03,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00464,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Medium,1,17.85,0,17.85,62.73,EUR,mobile
#1710,2025-10-29,paid,fulfilled,Spain,Madrid,Madrid,cust_01015,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,1.59,11.58,143.28,EUR,web
#1710,2025-10-29,paid,fulfilled,Spain,Madrid,Madrid,cust_01015,Linen Pendant Light,Lighting,Lumen Co,SKU-0031-02,Small,2,45.87,0,91.74,143.28,EUR,web
#1710,2025-10-29,paid,fulfilled,Spain,Madrid,Madrid,cust_01015,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-03,Charcoal,1,15.09,0,15.09,143.28,EUR,web
#2498,2025-12-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00799,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,67.2,EUR,web
#2498,2025-12-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00799,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,2,14.92,0,29.84,67.2,EUR,web
#3281,2026-04-20,refunded,fulfilled,Spain,País Vasco,San Sebastián,cust_00159,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Natural,1,23.35,2.69,20.66,25,EUR,web
#3868,2026-07-09,paid,fulfilled,Spain,Galicia,Vigo,cust_00319,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,1.78,30.5,36.9,EUR,mobile
#1572,2025-10-16,paid,fulfilled,France,Provence,Marseille,cust_00443,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,Medium,2,24.54,0,49.08,100.51,EUR,web
#1572,2025-10-16,paid,fulfilled,France,Provence,Marseille,cust_00443,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Natural,1,33.99,0,33.99,100.51,EUR,web
#3658,2026-06-10,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00232,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,0,16.22,19.63,EUR,web
#1160,2025-08-24,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00750,Stone Serving Platter,Kitchen,Aurora Kitchen,SKU-0010-01,Medium,1,28.1,0,28.1,72.5,EUR,web
#1160,2025-08-24,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00750,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,1,31.82,0,31.82,72.5,EUR,web
#2440,2025-12-24,paid,fulfilled,France,Île-de-France,Paris,cust_00046,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,36.72,EUR,web
#2013,2025-11-23,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00128,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,4.31,18.27,22.11,EUR,web
#2567,2026-01-04,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00776,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-01,,1,44.07,0,44.07,91.83,EUR,web
#2567,2026-01-04,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00776,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,Large,1,31.82,0,31.82,91.83,EUR,web
#3368,2026-05-03,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00473,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,0.82,15.4,90.91,EUR,web
#3368,2026-05-03,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00473,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,0,23.35,90.91,EUR,web
#3368,2026-05-03,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00473,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-03,,1,25.7,4.24,21.46,90.91,EUR,web
#3368,2026-05-03,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00473,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-04,Small,1,14.92,0,14.92,90.91,EUR,web
#2060,2025-11-27,paid,fulfilled,France,Île-de-France,Paris,cust_00307,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,5.41,28.58,34.58,EUR,web
#2918,2026-03-01,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01062,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Charcoal,2,17.85,0,35.7,115.59,EUR,web
#2918,2026-03-01,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01062,Copper Table Lamp,Lighting,Lumen Co,SKU-0030-02,Small,1,31.58,5.74,25.84,115.59,EUR,web
#2918,2026-03-01,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01062,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-03,,1,33.99,0,33.99,115.59,EUR,web
#2623,2026-01-12,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_01156,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,2,17.85,0,35.7,43.2,EUR,pos
#2963,2026-03-06,refunded,fulfilled,Spain,Valencia,Alicante,cust_00873,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-01,Small,2,62.76,0,125.52,151.88,EUR,web
#2789,2026-02-08,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Charcoal,3,23.35,4.38,65.67,105.86,EUR,web
#2789,2026-02-08,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,3.88,21.82,105.86,EUR,web
#1575,2025-10-16,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00800,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0011-01,,2,33.15,0,66.3,80.22,EUR,web
#2686,2026-01-22,refunded,fulfilled,Spain,Andalucía,Sevilla,cust_01022,Stone Bed Runner,Bedding,Nordic Sleep,SKU-0024-01,,2,47.82,16.02,79.62,96.34,EUR,web
#1065,2025-08-10,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00482,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,,2,38.48,0,76.96,93.12,EUR,pos
#3388,2026-05-06,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00738,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,,2,66.77,0,133.54,161.58,EUR,pos
#3326,2026-04-27,refunded,fulfilled,France,Occitanie,Montpellier,cust_00043,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-01,,1,44.02,0,44.02,212.14,EUR,web
#3326,2026-04-27,refunded,fulfilled,France,Occitanie,Montpellier,cust_00043,Brass Floor Lamp,Lighting,Lumen Co,SKU-0039-02,,2,57.5,7.05,107.95,212.14,EUR,web
#3326,2026-04-27,refunded,fulfilled,France,Occitanie,Montpellier,cust_00043,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-03,Natural,1,23.35,0,23.35,212.14,EUR,web
#1749,2025-11-02,paid,fulfilled,Spain,Galicia,A Coruña,cust_01058,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Charcoal,1,17.85,0,17.85,21.6,EUR,mobile
#1851,2025-11-10,paid,fulfilled,France,Provence,Marseille,cust_00443,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Large,1,33.99,0,33.99,103.42,EUR,pos
#1851,2025-11-10,paid,fulfilled,France,Provence,Marseille,cust_00443,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,1,13.17,0,13.17,103.42,EUR,pos
#1851,2025-11-10,paid,fulfilled,France,Provence,Marseille,cust_00443,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-03,,1,23.39,0,23.39,103.42,EUR,pos
